Time,mwd805cc43_4a96_472f_a894_c119a6aa895f,mw447078ee_8bc8_4358_abcd_ade10dba93b0,mw40a96ef6_32da_46d1_9712_4f53f60bad43,mwe1a0a651_d2d5_4f75_8d45_9336c60eb9a6,mw168e0d8a_b9f7_4d4c_b437_a81206c5d381,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_14,parameter_15,parameter_22,parameter_23,parameter_24,parameter_25,parameter_26,mw0dac359a_a4cd_40bf_97a0_45006cef2a7c,mw44539b83_caa2_4da5_bae0_a8dcf7439431,mw97ca2b6b_8c30_48ef_80cb_5ce4ebaa420f,mw18c30692_65ff_4c7a_b820_079f8ddd9b33,mwf3ceaa7c_ebe4_4e1b_842a_b4446b0aa527
8.36,0.03172977026334042,0.0001514280702881593,7.516736040069004e-06,7.516736040069004e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385679286230938,1.5000000000000094e-05,0.00015,0.03189627026334042,0.052,1.0,6.645467644187259e-07,6.707253228481879e-07,5.85761402415165e-09
8.370000000000001,0.03172976907515882,0.0001514280702854566,7.516739242806251e-06,7.51673924280625e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385687168757905,1.5000000000000094e-05,0.00015,0.03189626907515882,0.052,1.0,6.645472972682231e-07,6.707258317616509e-07,5.858734982187828e-09
8.38,0.031729767886988454,0.00015142807028275043,7.51674241761553e-06,7.51674241761553e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038569498255152,1.5000000000000094e-05,0.00015,0.031896267886988454,0.052,1.0,6.645478254714275e-07,6.707263362374158e-07,5.859846165435671e-09
8.39,0.03172976669882652,0.00015142807028004426,7.516745571417153e-06,7.516745571417154e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385702744643895,1.5000000000000094e-05,0.00015,0.03189626669882652,0.052,1.0,6.645483501796896e-07,6.707268373751551e-07,5.860949996003956e-09
8.4,0.03172976551066912,0.00015142807027734156,7.5167487139573255e-06,7.516748713957325e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385710479022214,1.5000000000000094e-05,0.00015,0.03189626551066912,0.052,1.0,6.645488730145144e-07,6.707273367235862e-07,5.8620498850638354e-09
8.41,0.03172976432251622,0.0001514280702746354,7.5167518452821715e-06,7.516751845282171e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385718185799973,1.5000000000000094e-05,0.00015,0.03189626432251622,0.052,1.0,6.645493939835742e-07,6.707278342900066e-07,5.863145848759956e-09
8.42,0.031729763134367824,0.00015142807027192923,7.516754965437818e-06,7.516754965437818e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385725865090675,1.5000000000000094e-05,0.00015,0.031896263134367824,0.052,1.0,6.645499130945417e-07,6.707283300817593e-07,5.8642379032365e-09
8.43,0.03172976194622389,0.00015142807026922306,7.516758074470392e-06,7.516758074470392e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385733517007816,1.5000000000000094e-05,0.00015,0.03189626194622389,0.052,1.0,6.645504303550892e-07,6.707288241061725e-07,5.865326064637188e-09
8.44,0.03172976075808442,0.00015142807026652036,7.516761172426018e-06,7.516761172426017e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385741141664894,1.5000000000000094e-05,0.00015,0.03189626075808442,0.052,1.0,6.645509457728888e-07,6.707293163705889e-07,5.8664103491062036e-09
8.45,0.031729759569949376,0.0001514280702638142,7.516764259350823e-06,7.516764259350823e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385748739175414,1.5000000000000094e-05,0.00015,0.031896259569949376,0.052,1.0,6.645514593556135e-07,6.707298068823066e-07,5.867490772788193e-09
8.46,0.03172975838181875,0.0001514280702611115,7.5167673352909325e-06,7.516767335290932e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385756309652867,1.5000000000000094e-05,0.00015,0.03189625838181875,0.052,1.0,6.64551971110935e-07,6.707302956486835e-07,5.868567351826413e-09
8.47,0.03172975719369252,0.00015142807025840532,7.516770400292473e-06,7.516770400292473e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385763853210756,1.5000000000000094e-05,0.00015,0.03189625719369252,0.052,1.0,6.645524810465262e-07,6.707307826770171e-07,5.86964010236551e-09
8.48,0.031729756005570674,0.00015142807025569915,7.516773454401569e-06,7.516773454401569e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385771369962583,1.5000000000000094e-05,0.00015,0.031896256005570674,0.052,1.0,6.645529891700594e-07,6.707312679746509e-07,5.870709040549204e-09
8.49,0.03172975481745319,0.00015142807025299299,7.5167764976643495e-06,7.51677649766435e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385778860021852,1.5000000000000094e-05,0.00015,0.03189625481745319,0.052,1.0,6.645534954892075e-07,6.70731751548913e-07,5.8717741825226055e-09
8.5,0.031729753629340045,0.00015142807025028682,7.516779530126938e-06,7.516779530126938e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385786323502054,1.5000000000000094e-05,0.00015,0.031896253629340045,0.052,1.0,6.645540000116423e-07,6.70732233407131e-07,5.872835544428507e-09
8.51,0.03172975244123122,0.00015142807024758412,7.516782551835462e-06,7.516782551835463e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385793760516697,1.5000000000000094e-05,0.00015,0.03189625244123122,0.052,1.0,6.645545027450368e-07,6.707327135566485e-07,5.873893142412019e-09
8.52,0.03172975125312671,0.00015142807024487795,7.516785562836047e-06,7.516785562836047e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385801171179274,1.5000000000000094e-05,0.00015,0.03189625125312671,0.052,1.0,6.645550036970631e-07,6.707331920047626e-07,5.874946992616398e-09
8.53,0.03172975006502648,0.00015142807024217525,7.516788563174818e-06,7.516788563174818e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385808555603294,1.5000000000000094e-05,0.00015,0.03189625006502648,0.052,1.0,6.645555028753943e-07,6.707336687588325e-07,5.875997111186291e-09
8.540000000000001,0.031729748876930516,0.00015142807023946908,7.516791552897904e-06,7.516791552897903e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038581591390226,1.5000000000000094e-05,0.00015,0.031896248876930516,0.052,1.0,6.645560002877028e-07,6.707341438261555e-07,5.8770435142663436e-09
8.55,0.0317297476888388,0.0001514280702367629,7.5167945320514274e-06,7.516794532051428e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385823246189666,1.5000000000000094e-05,0.00015,0.0318962476888388,0.052,1.0,6.645564959416608e-07,6.707346172140749e-07,5.878086217999813e-09
8.56,0.03172974650075132,0.00015142807023406021,7.516797500681516e-06,7.516797500681516e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385830552579016,1.5000000000000094e-05,0.00015,0.03189624650075132,0.052,1.0,6.645569898449413e-07,6.707350889299339e-07,5.879125238530883e-09
8.57,0.031729745312668055,0.00015142807023135404,7.5168004588342965e-06,7.516800458834296e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385837833183814,1.5000000000000094e-05,0.00015,0.031896245312668055,0.052,1.0,6.645574820052164e-07,6.707355589810302e-07,5.880160592003736e-09
8.58,0.03172974412458898,0.00015142807022864788,7.516803406555894e-06,7.516803406555894e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385845088117561,1.5000000000000094e-05,0.00015,0.03189624412458898,0.052,1.0,6.645579724301593e-07,6.707360273747074e-07,5.8811922945630195e-09
8.59,0.03172974293651408,0.00015142807022594518,7.516806343892435e-06,7.516806343892435e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385852317493763,1.5000000000000094e-05,0.00015,0.03189624293651408,0.052,1.0,6.645584611274425e-07,6.70736494118309e-07,5.882220362352453e-09
8.6,0.03172974174844334,0.000151428070223239,7.516809270890045e-06,7.516809270890045e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385859521425915,1.5000000000000094e-05,0.00015,0.03189624174844334,0.052,1.0,6.645589481047384e-07,6.707369592191319e-07,5.883244811515756e-09
8.61,0.03172974056037674,0.0001514280702205363,7.516812187594851e-06,7.516812187594851e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038586670002753,1.5000000000000094e-05,0.00015,0.03189624056037674,0.052,1.0,6.645594333697198e-07,6.707374226845358e-07,5.884265658198039e-09
8.620000000000001,0.031729739372314256,0.00015142807021783014,7.516815094052978e-06,7.516815094052978e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385873853412102,1.5000000000000094e-05,0.00015,0.031896239372314256,0.052,1.0,6.645599169300594e-07,6.707378845218175e-07,5.885282918542559e-09
8.63,0.031729738184255875,0.00015142807021512744,7.516817990310552e-06,7.516817990310553e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385880981693137,1.5000000000000094e-05,0.00015,0.031896238184255875,0.052,1.0,6.645603987934297e-07,6.707383447383362e-07,5.886296608693499e-09
8.64,0.03172973699620158,0.0001514280702124178,7.5168208764137e-06,7.5168208764137e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385888084984139,1.5000000000000094e-05,0.00015,0.03189623699620158,0.052,1.0,6.645608789675035e-07,6.707388033413741e-07,5.8873067447950415e-09
8.65,0.031729735808151346,0.0001514280702097151,7.516823752408548e-06,7.516823752408548e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385895163398613,1.5000000000000094e-05,0.00015,0.031896235808151346,0.052,1.0,6.645613574599538e-07,6.707392603383207e-07,5.888313342991834e-09
8.66,0.03172973462010516,0.00015142807020700894,7.516826618341221e-06,7.516826618341221e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385902217050064,1.5000000000000094e-05,0.00015,0.03189623462010516,0.052,1.0,6.645618342784531e-07,6.707397157364583e-07,5.889316419427596e-09
8.67,0.03172973343206299,0.00015142807020430277,7.516829474257846e-06,7.516829474257846e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385909246051992,1.5000000000000094e-05,0.00015,0.03189623343206299,0.052,1.0,6.645623094306737e-07,6.707401695431304e-07,5.890315990246048e-09
8.68,0.031729732244024846,0.00015142807020160007,7.516832320204548e-06,7.516832320204548e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385916250517905,1.5000000000000094e-05,0.00015,0.031896232244024846,0.052,1.0,6.645627829242891e-07,6.707406217656807e-07,5.891312071591837e-09
8.69,0.03172973105599068,0.0001514280701988939,7.516835156227454e-06,7.516835156227454e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385923230561304,1.5000000000000094e-05,0.00015,0.03189623105599068,0.052,1.0,6.645632547669719e-07,6.707410724114068e-07,5.8923046796091445e-09
8.700000000000001,0.031729729867960486,0.0001514280701961912,7.516837982372691e-06,7.51683798237269e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385930186295697,1.5000000000000094e-05,0.00015,0.031896229867960486,0.052,1.0,6.645637249663945e-07,6.707415214876675e-07,5.893293830441692e-09
8.71,0.03172972867993425,0.00015142807019348503,7.516840798686383e-06,7.516840798686383e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385937117834592,1.5000000000000094e-05,0.00015,0.03189622867993425,0.052,1.0,6.645641935302303e-07,6.70741969001761e-07,5.894279540234126e-09
8.72,0.03172972749191195,0.00015142807019078233,7.516843605214656e-06,7.516843605214656e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385944025291485,1.5000000000000094e-05,0.00015,0.03189622749191195,0.052,1.0,6.645646604661513e-07,6.707424149610453e-07,5.895261825129702e-09
8.73,0.03172972630389356,0.00015142807018807616,7.516846402003638e-06,7.516846402003638e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038595090877989,1.5000000000000094e-05,0.00015,0.03189622630389356,0.052,1.0,6.645651257818313e-07,6.70742859372819e-07,5.8962407012735315e-09
8.74,0.03172972511587908,0.00015142807018537,7.516849189099454e-06,7.516849189099454e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385957768413305,1.5000000000000094e-05,0.00015,0.03189622511587908,0.052,1.0,6.645655894849423e-07,6.707433022444252e-07,5.89721618480887e-09
8.75,0.031729723927868464,0.0001514280701826673,7.51685196654823e-06,7.516851966548229e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385964604305242,1.5000000000000094e-05,0.00015,0.031896223927868464,0.052,1.0,6.645660515831576e-07,6.707437435832079e-07,5.898188291880365e-09
8.76,0.031729722739861715,0.00015142807017996113,7.5168547343960916e-06,7.516854734396092e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385971416569209,1.5000000000000094e-05,0.00015,0.031896222739861715,0.052,1.0,6.645665120841499e-07,6.707441833964651e-07,5.899157038632199e-09
8.77,0.03172972155185881,0.00015142807017725843,7.516857492689165e-06,7.516857492689166e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385978205318704,1.5000000000000094e-05,0.00015,0.03189622155185881,0.052,1.0,6.645669709955924e-07,6.707446216915549e-07,5.9001224412080925e-09
8.78,0.03172972036385972,0.00015142807017455226,7.516860241473577e-06,7.516860241473577e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385984970667237,1.5000000000000094e-05,0.00015,0.03189622036385972,0.052,1.0,6.645674283251574e-07,6.707450584757758e-07,5.9010845157522285e-09
8.790000000000001,0.031729719175864445,0.00015142807017184956,7.516862980795454e-06,7.516862980795453e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385991712728315,1.5000000000000094e-05,0.00015,0.031896219175864444,0.052,1.0,6.645678840805181e-07,6.707454937564866e-07,5.9020432784087904e-09
8.8,0.031729717987872955,0.0001514280701691434,7.51686571070092e-06,7.51686571070092e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010385998431615442,1.5000000000000094e-05,0.00015,0.031896217987872955,0.052,1.0,6.645683382693477e-07,6.70745927540985e-07,5.9029987453219615e-09
8.81,0.03172971679988523,0.00015142807016643722,7.516868431236103e-06,7.516868431236104e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386005127442135,1.5000000000000094e-05,0.00015,0.03189621679988523,0.052,1.0,6.64568790899319e-07,6.707463598366153e-07,5.903950932636388e-09
8.82,0.03172971561190125,0.00015142807016373452,7.516871142447128e-06,7.516871142447128e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386011800321887,1.5000000000000094e-05,0.00015,0.03189621561190125,0.052,1.0,6.645692419781046e-07,6.707467906507206e-07,5.904899856494864e-09
8.83,0.03172971442392101,0.00015142807016102836,7.516873844380122e-06,7.516873844380121e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386018450368215,1.5000000000000094e-05,0.00015,0.03189621442392101,0.052,1.0,6.645696915133777e-07,6.707472199905987e-07,5.905845533042499e-09
8.84,0.03172971323594447,0.00015142807015832566,7.516876537081209e-06,7.51687653708121e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386025077694625,1.5000000000000094e-05,0.00015,0.03189621323594447,0.052,1.0,6.645701395128116e-07,6.707476478636095e-07,5.906787978423477e-09
8.85,0.031729712047971634,0.0001514280701556195,7.5168792205965174e-06,7.516879220596517e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038603168241462,1.5000000000000094e-05,0.00015,0.031896212047971634,0.052,1.0,6.645705859840785e-07,6.7074807427705e-07,5.907727208781053e-09
8.86,0.03172971086000247,0.00015142807015291332,7.5168818949721725e-06,7.516881894972172e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386038264641713,1.5000000000000094e-05,0.00015,0.03189621086000247,0.052,1.0,6.645710309348521e-07,6.707484992382645e-07,5.908663240260338e-09
8.870000000000001,0.03172970967203696,0.00015142807015021062,7.5168845602542995e-06,7.5168845602543e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386044824489413,1.5000000000000094e-05,0.00015,0.03189620967203696,0.052,1.0,6.645714743728052e-07,6.707489227545967e-07,5.909596089005052e-09
8.88,0.031729708484075095,0.00015142807014750445,7.516887216489025e-06,7.516887216489025e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386051362071219,1.5000000000000094e-05,0.00015,0.031896208484075095,0.052,1.0,6.645719163056107e-07,6.707493448333441e-07,5.9105257711589154e-09
8.89,0.03172970729611684,0.00015142807014480175,7.516889863722476e-06,7.516889863722476e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386057877500651,1.5000000000000094e-05,0.00015,0.03189620729611684,0.052,1.0,6.645723567409417e-07,6.707497654818667e-07,5.911452302866574e-09
8.9,0.03172970610816219,0.00015142807014209558,7.516892502000778e-06,7.516892502000777e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386064370891214,1.5000000000000094e-05,0.00015,0.03189620610816219,0.052,1.0,6.645727956864713e-07,6.707501847074617e-07,5.912375700272211e-09
8.91,0.031729704920211134,0.00015142807013939288,7.516895131370055e-06,7.516895131370056e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386070842356413,1.5000000000000094e-05,0.00015,0.031896204920211134,0.052,1.0,6.645732331498727e-07,6.707506025174887e-07,5.913295979519547e-09
8.92,0.03172970373226362,0.00015142807013668672,7.516897751876437e-06,7.516897751876437e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038607729200976,1.5000000000000094e-05,0.00015,0.03189620373226362,0.052,1.0,6.645736691388189e-07,6.707510189192455e-07,5.9142131567532284e-09
8.93,0.03172970254431967,0.00015142807013398055,7.516900363566046e-06,7.516900363566047e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386083719964766,1.5000000000000094e-05,0.00015,0.03189620254431967,0.052,1.0,6.645741036609826e-07,6.707514339200756e-07,5.915127248116512e-09
8.94,0.03172970135637924,0.00015142807013127785,7.516902966485011e-06,7.516902966485011e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386090126334933,1.5000000000000094e-05,0.00015,0.03189620135637924,0.052,1.0,6.645745367240374e-07,6.707518475273233e-07,5.916038269754044e-09
8.950000000000001,0.031729700168442315,0.00015142807012857168,7.516905560679457e-06,7.516905560679457e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.01038609651123378,1.5000000000000094e-05,0.00015,0.031896200168442315,0.052,1.0,6.645749683356561e-07,6.707522597482869e-07,5.916946237810008e-09
8.96,0.03172969898050889,0.0001514280701258655,7.5169081461955084e-06,7.516908146195509e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386102874774808,1.5000000000000094e-05,0.00015,0.03189619898050889,0.052,1.0,6.645753985035117e-07,6.707526705903095e-07,5.917851168428123e-09
8.97,0.03172969779257893,0.0001514280701231628,7.516910723079294e-06,7.516910723079294e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386109217071534,1.5000000000000094e-05,0.00015,0.03189619779257893,0.052,1.0,6.64575827235278e-07,6.707530800607358e-07,5.918753077753038e-09
8.98,0.03172969660465241,0.0001514280701204601,7.516913291376938e-06,7.516913291376938e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386115538237465,1.5000000000000094e-05,0.00015,0.03189619660465241,0.052,1.0,6.645762545386274e-07,6.707534881668787e-07,5.91965198192847e-09
8.99,0.03172969541672934,0.00015142807011775394,7.516915851134568e-06,7.516915851134568e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386121838386114,1.5000000000000094e-05,0.00015,0.03189619541672934,0.052,1.0,6.645766804212337e-07,6.707538949160519e-07,5.920547897099068e-09
9.0,0.03172969422880969,0.00015142807011505124,7.516918402398308e-06,7.516918402398308e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386128117630984,1.5000000000000094e-05,0.00015,0.03189619422880969,0.052,1.0,6.645771048907692e-07,6.707543003156141e-07,5.9214408394080875e-09
9.01,0.031729693040893424,0.00015142807011234508,7.516920945214287e-06,7.516920945214287e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386134376085595,1.5000000000000094e-05,0.00015,0.031896193040893424,0.052,1.0,6.64577527954908e-07,6.707547043728638e-07,5.922330825000639e-09
9.02,0.03172969185298054,0.0001514280701096389,7.516923479628627e-06,7.516923479628627e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386140613863448,1.5000000000000094e-05,0.00015,0.03189619185298054,0.052,1.0,6.645779496213225e-07,6.707551070951448e-07,5.923217870019515e-09
9.03,0.03172969066507102,0.0001514280701069362,7.516926005687458e-06,7.516926005687458e-08,0.0,35.0,65.0,1.125e-05,7.5e-06,0.052,1.7,3e-07,2.0,100.0,1.8,4000.0,0.0001515,10.0,9.451288103365752e-07,0.010386146831078065,1.5000000000000094e-05,0.00015,0.03189619066507102,0.052,1.0,6.645783698976866e-07,6.707555084898013e-07,5.924101990610289e-09
